name,business_id,city,state,latitude,longitude,stars,review_count
9JUynLfWPwe1X9gsJS6FTA,Cleveland Chop,Cleveland,OH,41.4994315,-81.6993047,4,313
yMvL7FUJSXNRUDpQTfT_3Q,Reserve Inn,Hudson,OH,41.23964,-81.441799,3.5,6
CZjWBiv0U0UFELpJ-UDUfg,Rodizio Grill,Cleveland,OH,41.399473,-81.625168,3.5,39
PFr2uIXNFKya1Fy46dW-zg,Ken Stewart's Lodge,Akron,OH,41.187538,-81.635807,3.5,84
ijRCz1YX5Ws2UW_2G0Bz7w,Applebee's Grill + Bar,Pittsburgh,PA,40.449205,-80.161885,3,33
xtDZdPaHwhAwoo77QV9Oeg,Fleming's Prime Steakhouse & Wine Bar,Madison,WI,43.0747399,-89.451447,3.5,135
f79mtjCKvrBtd5aEtaMTYQ,Buccis,Middleburg Heights,OH,41.3700873,-81.8255857,3,9
YoYL__V3bUF4KluaJ8QO4A,Stonehouse Grill,Westlake,OH,41.4578959,-81.8957897,3.5,49
RcsfZ7IrWSNvM1AYcLmWNw,Steak ’n Shake,Tarentum,PA,40.57008556,-79.80125964,2.5,11
HO__o8ndEqZS84voSZZONQ,Girves Brown Derby,Streetsboro,OH,41.2396771,-81.3441212,3.5,96
4sRJvmKh43AqMRrjdwEdwA,Texas Roadhouse,Bridgeville,PA,40.369472,-80.1050829,3,87
XYmTwXGeDhB5Ol3rpO7mmg,Hyde Park Prime Steakhouse,Westlake,OH,41.4604022,-81.9520721,4,72
IUmylj6lLBFUyQtBnxB_jQ,Sushi Rock,Beachwood,OH,41.5004234,-81.4967959,2.5,134
RJNAeNA-209sctUO0dmwuA,The Old Fashioned,Madison,WI,43.07618625,-89.38375722,4,1879
ZeN8xHEhsPS-amDyZSYJ9w,Ruth's Chris Steak House,Cleveland,OH,41.5000404,-81.6922384,4,83
wUqqq1nUFA8Fn-3vYYFyWQ,Porta Bella Italian Restaurant,Madison,WI,43.07414413,-89.39559636,2.5,109
S5OyMT8iK7QzVKZPtI2k1g,Girves Brown Derby,Medina,OH,41.137678,-81.7961977,3.5,81
HPGepGRhJv-xYcPMIEhTMA,Creo's Steakhouse,Akron,OH,41.1017965,-81.4813685,2.5,16
AyH8VVj9CvGRCoCVsk-N5g,Ichiban Steakhouse & Sushi Bar,Wexford,PA,40.6335562,-80.0575352,3.5,53
9spk8K9pg5HdDNMNxAlGwg,8 Seasons Grille,Madison,WI,43.0695351,-89.3896261,3.5,45
Qw45ZqhBR0VI5_cI60SgeQ,Fleming's Prime Steakhouse & Wine Bar- Akron,Akron,OH,41.1353804,-81.6430213,4,110
QUvT1bLQ1qBxkWhLUa_FBA,Don's Pomeroy House,Strongsville,OH,41.3151282,-81.8357991,4,151
54kfE6vauORUVUifLagkXQ,Hyde Park Prime Steakhouse,Cleveland,OH,41.49750814,-81.69295939,4,75
yBufRP1YQp9vXmId_Y2iEQ,Applebee's Grill + Bar,Mentor,OH,41.675927,-81.312288,3,19
SvxSoyZn0WW0c7bFLIYfMA,Baxter's American Grille,Champaign,IL,40.09720989,-88.24582994,4,65
Csj88GuxCXO-24VQraitHQ,Applebee's Grill + Bar,Brunswick,OH,41.237083,-81.807792,2.5,20
#NAME?,Hoss's Steak & Sea House,Murrysville,PA,40.42269051,-79.66367289,3.5,35
PmWiJxGzwQY6ErclQwtRuA,Outback Steakhouse,Akron,OH,41.1340462,-81.654649,2.5,66
D6KoYvnmWswZJjdGm0uiqA,Girves Brown Derby,Cleveland,OH,41.373934,-81.830332,3,68
Szl3MsKnwryJGYuPRPMaIg,Applebee's Grill + Bar,Pittsburgh,PA,40.525277,-80.00592,2,35
CsbNmQqu9dKFrgcIItevYA,Revel,Pittsburgh,PA,40.4401718,-80.0012482,3.5,244
fzL7sTgCYhoSIUpcQ7mrBA,Elliott's BBQ and Steakhouse,Pittsburgh,PA,40.3253741,-79.956298,3.5,18
XBY5WCikRpzboqwLc8CcBg,Ballantine,Willoughby,OH,41.6404065,-81.4063844,3.5,109
5YyLWps6xL372Lj2hRlPQw,Quaker Steak & Lube,Sheffield Village,OH,41.42522741,-82.08582773,3,70
7ED5DPk40iqlMpK1E7XoOg,Ferris Steak House & Tavern,Rocky River,OH,41.4704865,-81.83648631,3.5,91
6LtbAtQKXWFj7QcqBnr6SA,Wasabi Japanese Steakhouse,Beachwood,OH,41.4579772,-81.4873233,3.5,182
7ndalFukYiEalNeN4eL9vQ,Texas Roadhouse,Pittsburgh,PA,40.42931459,-79.80992384,3,50
NTuZSdp9iirzpjPOGSEz1Q,Hibachi Japan Steak House,Cuyahoga Falls,OH,41.1297363,-81.4839233,3,64
4A1ariVt4NG98LzPjjRpkQ,Samurai Sushi and Steakhouse,Strongsville,OH,41.315657,-81.815215,3.5,127
uYoSb2rNi77LMQZ-Nn1Epg,A La Brasa Mexican Grill,Madison,WI,43.07199251,-89.38955367,4,114
rc9SfYli96cnlPDMyJ7hyA,LongHorn Steakhouse,Pittsburgh,PA,40.5712919,-80.0229697,3.5,41
eWer42jEQGG1o8mNQUk4Kg,Saga Hibachi Steakhouse & Sushi Bar,Monroeville,PA,40.429789,-79.795402,3,86
2MnNaZcNG_2whC9NyL4qgA,Mulligans Pub and Grill,Avon,OH,41.461945,-82.0489288,3.5,82
HUTDbniG4URIGfkP8e_cfA,Quaker Steak & Lube,Cleveland,OH,41.411381,-81.841295,3.5,43
RG2IGb4LwbxUwCW3iooYDA,Otto's Restaurant & Bar,Madison,WI,43.0600543,-89.4906724,4,92
DD5TD5JA9cHQTDtzKUzhyg,Watertower Chop House,Sun Prairie,WI,43.183051,-89.214044,3,56
89-bwvH5mWWOOb00VTUyFQ,Applebee's Grill + Bar,Savoy,IL,40.069624,-88.249764,2.5,29
7Vi4T2E5ePOkNifyr2t6cw,Parker's Grille & Tavern,Avon Lake,OH,41.495123,-82.0222371,3.5,91
0grgvnq4GgoY-estWytUhg,Timpone's,Urbana,IL,40.1064232,-88.2236145,3.5,101
pP4MRsHfrage-sm4mXYFAQ,Applebee's Grill + Bar,University Heights,OH,41.501042,-81.534671,2,28
7eLUaZwipH_uwfvv-_WafQ,Red Wheel Restaurant,Rantoul,IL,40.30683,-88.17422,3,29
mUMb6sxFa9JZYQbI9RDs0Q,Applebee's Grill + Bar,Brooklyn,OH,41.42457,-81.735374,3,25
6wwz7b5xehEilPx98ZnZtA,Outback Steakhouse,Parma,OH,41.3764322,-81.7354122,3,61
8GVGzFgTKNfPixL143Zadw,Texas Roadhouse,Stow,OH,41.182831,-81.476215,3.5,73
nhZ1HGWD8lMErdn3FuWuTQ,Applebee's Grill + Bar,Rocky River,OH,41.461949,-81.850762,3,34
TUZTu3dQxSxSIKRMkHQrsA,The Overlook,Kent,OH,41.19116816,-81.33958628,3.5,13
binymvD2QxETihoAmHOMSQ,Austin's Smokin' Steakhouse,Cleveland,OH,41.5391989,-81.4428555,3,61
8B7A5KqrrbxOlCX66hqfOg,McCormick & Schmick's Seafood & Steaks,Pittsburgh,PA,40.44124002,-79.99974713,3,172
p1YmWxE6GG0V9dJP0239QA,Moss' Prime Rib & Spaghetti House,Elyria,OH,41.3676581,-82.1087015,3,12
VQGetWNN1f0dMWQ6ehDAVg,Morton's The Steakhouse,Cleveland,OH,41.4972786,-81.6936338,3.5,108
6AwirUhnpzMZynePZbrdBQ,Delaney's Charcoal Steaks,Madison,WI,43.057938,-89.495496,3.5,91
BiMWzRn7ppT_zgoY37yNVg,Lanning's Restaurant,Akron,OH,41.1579151,-81.6366997,4,61
PBmfdx-tC2D54FI3HtcKww,The Ribeye,Champaign,IL,40.0961489,-88.2453958,3.5,80
g0zzJe48r6zL8s98cQcMdw,Watami Hibachi Steakhouse,West Mifflin,PA,40.34862102,-79.94892798,4.5,59
HlYzk84INQaNslFT-lyBFw,Applebee's Grill + Bar,Madison,WI,43.130109,-89.304069,2,52
q5viyMO6EtJMmmarb4YmIA,Kosar's Wood-Fired Grill,Northfield,OH,41.34824078,-81.52454218,3,97
8hwbcCNUv345Kw1xfOCcWg,Brown Derby,Cleveland,OH,41.5193506,-81.4862939,3,63
MASMoYbcWPQ_eLjzaujZiA,Applebee's Grill + Bar,Akron,OH,41.1353967,-81.640996,2.5,24
MothxPy-ZoFcCdoVGw2hDQ,Applebee's Grill + Bar,Tarentum,PA,40.567197,-79.802707,3,17
KGpsB2dsdkxl8SGVUlJbZw,Outback Steakhouse,Champaign,IL,40.144955,-88.257228,3.5,56
Jqd8QeYoBxJvYxhG0Lekyg,Texas Roadhouse,Willoughby,OH,41.60434,-81.438285,3.5,90
MesBAxNk_M7ISbBmVDiiWQ,El Torito Taqueria Bar,Lakewood,OH,41.47879311,-81.76910587,4,153
RaXras2GhbluJs68TSC3Bg,Tokyo Hibachi & Sushi,Medina,OH,41.156908,-81.861845,4,44
U3_446QN2gdF87stGCfu1Q,Feng Japanese Steak Hibachi & Sushi House,Pittsburgh,PA,40.4639582,-79.9528867,4,106
