,name,stars,Ambience,RestaurantsPriceRange2,RestaurantsReservations,OutdoorSeating,RestaurantsAttire,BusinessAcceptsCreditCards,RestaurantsDelivery,Alcohol,BusinessParking,RestaurantsTakeOut,GoodForKids,GoodForKids,HasTV,RestaurantsGoodForGroups
90,Wasabi Japanese Steakhouse,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}",2,True,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
91,The Lot at Edgewater,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",3,True,True,NaN,True,False,NaN,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NaN,True,True,True,True
92,Tessaro's,4.0,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,False,False,'casual',True,False,'full_bar',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True
93,El Patio,3.5,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",2,False,True,u'casual',True,True,u'full_bar',None,True,True,True,False,True
94,Alexander's Steakhouse,3.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",3,True,False,'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
95,Cadillac Ranch,2.5,"{'touristy': None, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}",2,True,True,u'casual',True,True,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
96,Quaker Steak & Lube,3.0,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,True,True,'casual',True,True,'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
97,Local Tavern,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",2,True,True,'casual',True,False,'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True
98,C-Town Grill & Bar,3.5,NaN,NaN,False,NaN,NaN,True,False,NaN,NaN,False,False,False,NaN,True
99,Applebee's Grill + Bar,2.5,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",2,False,False,u'casual',True,True,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
100,Ken Stewart's Grille,4.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}",3,True,True,u'dressy',True,False,u'full_bar',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,False,False,True,True
101,Don's Lighthouse,3.5,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': False}",2,True,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",True,False,False,True,True
102,The Wooden Nickel,3.0,None,3,True,False,'dressy',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,False,True,True
103,Texas Roadhouse,3.0,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,False,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
104,Urban Roadhouse,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",2,True,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
105,The Flying Rib,3.5,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",1,False,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,False,True,True
106,Buck & Honeys,3.5,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,True,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
107,LongHorn Steakhouse,3.5,"{'touristy': None, 'hipster': None, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}",2,False,False,'casual',True,False,u'full_bar',"{'garage': None, 'street': False, 'validated': None, 'lot': True, 'valet': False}",True,True,True,True,True
108,Texas Roadhouse,3.5,"{'touristy': False, 'hipster': False, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': None}",2,False,True,NaN,True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,NaN,NaN,True,True
109,Red The Steakhouse,4.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': True, 'classy': True, 'casual': False}",3,True,True,'dressy',True,False,u'full_bar',"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': True}",True,False,False,True,True
110,Outback Steakhouse,3.5,NaN,2,NaN,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,NaN,True
111,Applebee's Grill + Bar,2.5,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",2,False,False,'casual',True,True,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True
112,Pickle Bill's Lobster House,3.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",3,True,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
113,Fleming's Prime Steakhouse - Woodmere,3.5,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': False}",3,True,True,u'dressy',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}",True,False,False,True,True
114,Ditka's Restaurant,3.5,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': False}",3,True,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,False,True,True
115,Charleys Philly Steaks,2.5,NaN,NaN,NaN,NaN,NaN,NaN,True,NaN,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,NaN,NaN,NaN,NaN
116,Quaker Steak & Lube,3.0,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,True,True,'casual',True,True,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
117,Outback Steakhouse,3.0,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,True,False,u'casual',True,True,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
118,LongHorn Steakhouse,3.5,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,False,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
119,Applebee's Grill + Bar,2.0,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",2,False,False,u'casual',True,True,'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
120,George's Chop House,3.0,NaN,2,True,NaN,u'dressy',True,NaN,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NaN,True,True,NaN,True
121,Johnny Delmonico's Steakhouse,4.0,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': False}",3,True,True,'dressy',True,True,u'full_bar',"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,False,True,True
122,Steak ’n Shake,2.0,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",1,False,False,'casual',True,False,'none',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,False,True
123,Texas Roadhouse,3.5,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,False,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
124,Sérénité Restaurant,4.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",3,True,NaN,NaN,NaN,False,NaN,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,NaN,NaN,True,NaN
125,Quaker Steak & Lube,3.0,"{'touristy': None, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': None, 'trendy': False, 'upscale': None, 'classy': None, 'casual': True}",2,False,True,'casual',True,True,NaN,"{'garage': False, 'street': False, 'validated': None, 'lot': True, 'valet': False}",True,True,True,True,True
126,Prime Quarter Steak House,4.0,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",2,True,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,False,False,False,True
127,Applebee's Grill + Bar,2.5,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,True,False,u'casual',True,False,'full_bar',None,True,True,True,True,True
128,Henry Wahner's Restaurant & Lounge,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",2,False,False,u'casual',False,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
129,The Captain's Club,3.0,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",2,True,True,'casual',True,False,'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
130,LongHorn Steakhouse,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",2,False,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
131,Sammy's Famous Corned Beef,2.5,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",1,False,False,'casual',True,False,u'beer_and_wine',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,False,True,True
132,Outback Steakhouse,3.0,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,True,False,u'casual',True,True,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
133,Texas Roadhouse,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}",2,False,False,'casual',True,False,'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
134,Hyde Park Prime Steakhouse,4.0,"{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",3,True,False,'dressy',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",True,False,False,True,True
135,Marble Room Steaks and Raw Bar,4.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}",4,True,False,'dressy',True,False,u'full_bar',"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': True}",False,False,False,True,True
136,Tavolo 72,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",2,True,False,'casual',True,True,'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,False,True,True
137,Outback Steakhouse,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",2,True,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
138,Harry's Steakhouse & Banquet Center,3.5,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,True,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
139,Coal Hill Steakhouse at Grandview Saloon,2.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",3,True,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,False,True,False
140,Applebee's Grill + Bar,3.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",2,True,True,'casual',True,True,'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True
141,LongHorn Steakhouse,3.0,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,False,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
142,Lone Star Steakhouse,3.0,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",2,False,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True
143,"Red, the Steakhouse",4.0,"{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",4,True,True,'dressy',True,True,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}",True,False,False,True,True
144,Mc Govern's Club and Restaurant,3.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': True, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",2,True,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
145,Lone Star Steakhouse,2.0,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,True,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
146,Brown Derby Roadhouse,1.5,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",2,NaN,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NaN,True,True,True,NaN
147,Hamilton Walker's,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",3,True,True,u'casual',True,True,u'full_bar',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,False,True,True
148,Ryan's,2.0,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,True,False,u'casual',True,False,u'none',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,False,True
149,Bella Vista,3.0,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",3,True,False,u'dressy',True,False,u'full_bar',"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,False,True,True
150,Fuegos - Steak Tapas Vegan,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}",2,True,True,u'casual',True,True,u'full_bar',"{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,True,True,False,True
151,Kosar's Wood-Fired Grill,2.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NaN,NaN,NaN,NaN,NaN
152,Applebee's Grill + Bar,2.0,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",1,False,False,u'casual',True,True,u'full_bar',None,True,True,True,True,True
153,Brasa Grill,3.0,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': False}",3,True,True,u'dressy',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}",False,False,False,False,True
154,Hibachi Japanese Steakhouse,2.5,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",2,True,False,'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True
155,Strip,4.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",3,True,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,False,True,True
156,Fiore's Italian Steakhouse,2.0,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",2,True,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True
157,Cork's and Stubby's,3.0,"{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",2,True,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}",True,False,False,True,True
158,Whistlers Kitchen & Bar Wood-Fired,4.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",2,False,True,u'casual',True,False,'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
159,Fujiyama Steakhouse & Sushi Bar,3.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",2,True,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
160,Clearview Restaurant & Pub,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",2,True,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
161,Toko Japanese Steak House,3.5,"{'touristy': False, 'hipster': False, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': False, 'upscale': False, 'classy': None, 'casual': True}",2,True,False,'casual',True,False,'none',"{'garage': None, 'street': False, 'validated': None, 'lot': True, 'valet': False}",True,True,True,True,True
162,Pacers Sports Bar & Grille,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",2,True,True,'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
163,Applebee's Grill + Bar,3.0,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",2,False,False,'casual',True,False,'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True
164,Ichiban Hibachi Steakhouse & Sushi Bar,3.5,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",2,True,False,'casual',True,False,'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True
165,Fogo de Chão Brazilian Steakhouse - Pittsburgh,4.0,"{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': True, 'trendy': True, 'upscale': True, 'classy': True, 'casual': False}",3,True,False,NaN,True,False,'full_bar',"{'garage': True, 'street': False, 'validated': True, 'lot': False, 'valet': False}",False,False,False,True,True
166,Steak N Shake,2.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",1,False,False,'casual',True,False,NaN,NaN,True,True,True,False,True
167,Bianca's Ristorante Italiano & Lounge,2.5,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,True,True,u'casual',True,True,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
168,DragonFire Steakhouse,2.5,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",3,True,False,u'casual',True,False,u'full_bar',"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True
169,Applebee's Grill + Bar,3.5,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,False,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
170,Smoky's Club,3.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",3,True,False,'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",False,False,False,True,True
171,Nemo Grille,4.5,"{'romantic': False, 'intimate': True, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",3,True,True,'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,False,True,True
172,Urban Farmer,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': False}",2,True,True,'casual',True,True,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': True}",True,True,True,True,True
173,Palmieri's Restaurants,4.0,NaN,2,True,False,u'casual',True,False,NaN,NaN,True,True,True,True,True
174,Texas De Brazil,4.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",3,True,True,u'casual',True,True,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
175,Skyvue Restaurant,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",2,True,True,'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True
176,Charya's,4.0,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",2,True,False,u'casual',True,True,NaN,NaN,True,True,True,False,True
177,LongHorn Steakhouse,3.5,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",2,False,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
178,Maria's Family Restaurant,3.0,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",1,False,False,u'casual',True,False,NaN,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,True,True
179,Tavern At Twin Lakes,3.0,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",2,True,True,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
180,The Hilltop,3.5,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",2,True,False,u'casual',True,False,u'full_bar',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True
181,"or, The Whale",4.0,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}",2,True,False,'casual',True,False,u'full_bar',"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': True}",False,False,False,True,True
