"business_id","name","latitude","longitude","stars","Alcohol","GoodForKids","RestaurantsAttire","RestaurantsDelivery","RestaurantsReservations","Ambience.casual","Ambience.classy"
"_VHU9KZUHRLp2Hc2JOKlYg","Cioppino Restaurant & Cigar Bar",40.4541644108,-79.983040405,4,"2","0","1","0","1","0","1"
"z2RiCl_iU-8bM4Lj1zNL8g","Green Forest Churrascaria",40.446357054,-79.826819346,4.5,"2","1","0","0","1","1","0"
"v1CscQ5oHCRGVyaIcWPf0A","Applebee's Grill + Bar",41.050746,-81.729462,3,"2","1","0","0","0","0","0"
"hUHIahAcew5i39D_6ZqEmQ","Donatos Fox Chapel",40.4883350846,-79.8828375589,3,"2","0","0","0","1","0","1"
"Ywdy4YARQK1ZWOCDzZDi-w","Sarava At Shaker Square",41.4841708,-81.5897355,4,"2","0","0","1","1","0","1"
"9lDpO8fpgZKd18yskBM3Zw","Diamond Men's Club",41.4932113,-81.7021476,3,"2","0","0","0","1","0","0"
"J7NwmxRazh6pw2K9FwxNLA","Saga Hibachi Steakhouse & Sushi Bar",40.2753121846,-80.166563936,2.5,"2","1","0","0","1","0","1"
"7bSE9GOvftLyvwvyz9XJoA","Applebee's Grill + Bar",40.348518,-79.948077,2.5,"2","1","0","1","0","1","0"
"XfO5MZI2lH1U2HsMnIsYzg","Noosa Bistro",41.7142793,-81.2984618,3.5,"2","0","0","1","1","0","1"
"PF8HqToO6An0mH6odFoCEw","South Philly Steak & Fries",40.342619,-80.055283,2,"0","1","0","0","0","0","0"
"hXCoi8OuvdhIA-zXJiPvfg","Full Of Bull Famous Roast Beef",43.0751289,-89.394324,2.5,"0","1","0","1","0","0","0"
"_XVHWZ_epQZkDxg1alyD-g","Brown Derby",41.71438,-81.298804,2.5,"2","1","0","0","1","1","0"
"hM48axj9twnf7A6a5f8cjA","Sumo Japanese Steakhouse & Sushi Bar",43.1227227,-89.314762,3.5,"2","1","0","0","1","1","0"
"5QVozBk6HVJZHA3W-s7aDg","Corkscrew Saloon",41.1395078,-81.8789928,4,"2","1","0","0","1","1","0"
"j4jsgp-e315s11ehJfRzAA","The Carlton",40.4396782,-79.9959316,4,"2","0","1","1","1","0","1"
"guQww9yGHP7rRTea6zTnDg","Andrew's Steak and Seafood",40.446786,-80.022094,3.5,"2","0","0","0","1","0","1"
"47me-6Zme7RYR0zEonfaHg","Texas de Brazil",41.4609961208,-81.9525268849,3.5,"2","0","0","1","1","0","1"
"nfJHNu_AQXptaTQIHjpAoQ","LongHorn Steakhouse",40.451402576,-80.161831434,3.5,"2","1","0","0","0","1","0"
"MPSPlwGM11T9yq9rNBIkog","Nicky & Smitty's Deli Restaurant",41.3455767405,-81.3759839141,3.5,"1","1","0","1","0","0","0"
"QJ1YpQLVuentjgTQqNqqpw","XO Prime Steaks",41.4998531,-81.6984516,3.5,"2","0","1","0","1","0","1"
"xu3cVLDeZ3RLJFh-IY5DGw","Applebee's Grill + Bar",40.639515,-79.938648,2.5,"2","1","0","0","1","1","0"
"k7wXMfLPfsMfFHf5wBrZuw","Butch's Saloon",41.336731,-81.7847172,2.5,"2","0","0","0","0","0","0"
"uGwwPkw2AEvKkVHiSufhzQ","Jim Gould",40.1182231,-88.2435515,3.5,"2","0","1","0","1","0","1"
"0wUBRqU95D8URo5Ws4r5Qg","Steak ’n Shake",41.3567961662,-81.389581,2,"0","1","0","0","0","0","0"
"9JUynLfWPwe1X9gsJS6FTA","Cleveland Chop",41.4994315,-81.6993047,4,"2","1","0","0","1","1","1"
"yMvL7FUJSXNRUDpQTfT_3Q","Reserve Inn",41.23964,-81.441799,3.5,"2","1","0","0","1","0","0"
"CZjWBiv0U0UFELpJ-UDUfg","Rodizio Grill",41.399473,-81.625168,3.5,"2","1","0","0","1","1","0"
"PFr2uIXNFKya1Fy46dW-zg","Ken Stewart's Lodge",41.187538,-81.635807,3.5,"2","0","1","0","1","0","1"
"ijRCz1YX5Ws2UW_2G0Bz7w","Applebee's Grill + Bar",40.449205,-80.161885,3,"2","1","0","1","0","0","0"
"xtDZdPaHwhAwoo77QV9Oeg","Fleming's Prime Steakhouse & Wine Bar",43.0747399,-89.451447,3.5,"2","0","1","0","1","0","1"
"f79mtjCKvrBtd5aEtaMTYQ","Buccis",41.3700873,-81.8255857,3,"2","1","0","1","1","0","0"
"YoYL__V3bUF4KluaJ8QO4A","Stonehouse Grill",41.4578959,-81.8957897,3.5,"2","1","0","0","1","0","0"
"RcsfZ7IrWSNvM1AYcLmWNw","Steak ’n Shake",40.5700855645,-79.8012596369,2.5,"0","1","0","0","0","0","0"
"HO__o8ndEqZS84voSZZONQ","Girves Brown Derby",41.2396771,-81.3441212,3.5,"2","1","0","0","1","1","1"
"4sRJvmKh43AqMRrjdwEdwA","Texas Roadhouse",40.369472,-80.1050829,3,"2","1","0","0","0","1","0"
"XYmTwXGeDhB5Ol3rpO7mmg","Hyde Park Prime Steakhouse",41.4604022,-81.9520721,4,"2","1","1","0","1","0","1"
"IUmylj6lLBFUyQtBnxB_jQ","Sushi Rock",41.5004234,-81.4967959,2.5,"2","0","0","0","1","0","0"
"RJNAeNA-209sctUO0dmwuA","The Old Fashioned",43.0761862475,-89.3837572172,4,"2","1","0","1","0","1","0"
"ZeN8xHEhsPS-amDyZSYJ9w","Ruth's Chris Steak House",41.5000404,-81.6922384,4,"2","0","1","0","1","0","1"
"wUqqq1nUFA8Fn-3vYYFyWQ","Porta Bella Italian Restaurant",43.0741441325,-89.3955963625,2.5,"2","0","0","0","1","0","1"
"S5OyMT8iK7QzVKZPtI2k1g","Girves Brown Derby",41.137678,-81.7961977,3.5,"2","1","0","0","1","0","1"
"HPGepGRhJv-xYcPMIEhTMA","Creo's Steakhouse",41.1017965,-81.4813685,2.5,"2","1","0","0","1","0","0"
"AyH8VVj9CvGRCoCVsk-N5g","Ichiban Steakhouse & Sushi Bar",40.6335562,-80.0575352,3.5,"2","1","0","0","1","1","0"
"9spk8K9pg5HdDNMNxAlGwg","8 Seasons Grille",43.0695351,-89.3896261,3.5,"2","0","0","1","1","1","0"
"Qw45ZqhBR0VI5_cI60SgeQ","Fleming's Prime Steakhouse & Wine Bar- Akron",41.1353804,-81.6430213,4,"2","0","1","0","1","0","1"
"QUvT1bLQ1qBxkWhLUa_FBA","Don's Pomeroy House",41.3151282,-81.8357991,4,"2","0","1","0","1","0","1"
"54kfE6vauORUVUifLagkXQ","Hyde Park Prime Steakhouse",41.4975081374,-81.6929593866,4,"2","0","1","0","1","0","1"
"yBufRP1YQp9vXmId_Y2iEQ","Applebee's Grill + Bar",41.675927,-81.312288,3,"2","1","0","0","0","0","0"
"SvxSoyZn0WW0c7bFLIYfMA","Baxter's American Grille",40.0972098875,-88.2458299398,4,"2","1","0","0","1","0","1"
"Csj88GuxCXO-24VQraitHQ","Applebee's Grill + Bar",41.237083,-81.807792,2.5,"1","1","0","0","0","0","0"
"-RQCdTsH5rkG702auLcEqA","Hoss's Steak & Sea House",40.422690505,-79.6636728922,3.5,"0","1","0","0","0","1","0"
"PmWiJxGzwQY6ErclQwtRuA","Outback Steakhouse",41.1340462,-81.654649,2.5,"2","1","0","1","1","1","0"
"D6KoYvnmWswZJjdGm0uiqA","Girves Brown Derby",41.373934,-81.830332,3,"2","1","0","1","1","1","0"
"Szl3MsKnwryJGYuPRPMaIg","Applebee's Grill + Bar",40.525277,-80.00592,2,"2","1","0","0","0","0","1"
"CsbNmQqu9dKFrgcIItevYA","Revel",40.4401718,-80.0012482,3.5,"2","0","0","0","1","0","1"
"fzL7sTgCYhoSIUpcQ7mrBA","Elliott's BBQ and Steakhouse",40.3253741,-79.956298,3.5,"2","1","0","0","1","0","0"
"XBY5WCikRpzboqwLc8CcBg","Ballantine",41.6404065,-81.4063844,3.5,"2","0","0","0","1","0","1"
"5YyLWps6xL372Lj2hRlPQw","Quaker Steak & Lube",41.425227407,-82.0858277287,3,"2","1","0","1","0","1","0"
"7ED5DPk40iqlMpK1E7XoOg","Ferris Steak House & Tavern",41.4704865025,-81.8364863098,3.5,"2","1","0","0","1","0","1"
"6LtbAtQKXWFj7QcqBnr6SA","Wasabi Japanese Steakhouse",41.4579772,-81.4873233,3.5,"2","1","0","0","1","0","1"
"7ndalFukYiEalNeN4eL9vQ","Texas Roadhouse",40.4293145884,-79.8099238444,3,"2","1","0","0","1","0","0"
"NTuZSdp9iirzpjPOGSEz1Q","Hibachi Japan Steak House",41.1297363,-81.4839233,3,"2","1","0","0","1","1","0"
"4A1ariVt4NG98LzPjjRpkQ","Samurai Sushi and Steakhouse",41.315657,-81.815215,3.5,"2","1","0","0","1","0","0"
"uYoSb2rNi77LMQZ-Nn1Epg","A La Brasa Mexican Grill",43.0719925103,-89.3895536687,4,"2","1","0","1","0","1","0"
"rc9SfYli96cnlPDMyJ7hyA","LongHorn Steakhouse",40.5712919,-80.0229697,3.5,"2","1","0","0","0","1","1"
"eWer42jEQGG1o8mNQUk4Kg","Saga Hibachi Steakhouse & Sushi Bar",40.429789,-79.795402,3,"2","1","0","0","1","1","0"
"2MnNaZcNG_2whC9NyL4qgA","Mulligans Pub and Grill",41.461945,-82.0489288,3.5,"2","1","0","0","0","1","0"
"HUTDbniG4URIGfkP8e_cfA","Quaker Steak & Lube",41.411381,-81.841295,3.5,"2","1","0","0","0","1","0"
"RG2IGb4LwbxUwCW3iooYDA","Otto's Restaurant & Bar",43.0600543,-89.4906724,4,"2","0","0","1","1","0","1"
"DD5TD5JA9cHQTDtzKUzhyg","Watertower Chop House",43.183051,-89.214044,3,"2","1","0","0","1","1","0"
"89-bwvH5mWWOOb00VTUyFQ","Applebee's Grill + Bar",40.069624,-88.249764,2.5,"2","1","0","1","0","0","0"
"7Vi4T2E5ePOkNifyr2t6cw","Parker's Grille & Tavern",41.495123,-82.0222371,3.5,"2","1","0","0","1","1","1"
"0grgvnq4GgoY-estWytUhg","Timpone's",40.1064232,-88.2236145,3.5,"2","0","1","0","1","0","1"
"pP4MRsHfrage-sm4mXYFAQ","Applebee's Grill + Bar",41.501042,-81.534671,2,"2","1","0","1","0","0","0"
"7eLUaZwipH_uwfvv-_WafQ","Red Wheel Restaurant",40.30683,-88.17422,3,"0","1","0","0","0","0","0"
"mUMb6sxFa9JZYQbI9RDs0Q","Applebee's Grill + Bar",41.42457,-81.735374,3,"2","1","0","1","1","0","0"
"6wwz7b5xehEilPx98ZnZtA","Outback Steakhouse",41.3764322,-81.7354122,3,"2","1","0","1","1","1","0"
"8GVGzFgTKNfPixL143Zadw","Texas Roadhouse",41.182831,-81.476215,3.5,"2","1","0","0","0","1","0"
"nhZ1HGWD8lMErdn3FuWuTQ","Applebee's Grill + Bar",41.461949,-81.850762,3,"2","1","0","1","1","1","0"
"TUZTu3dQxSxSIKRMkHQrsA","The Overlook",41.1911681603,-81.3395862798,3.5,"2","0","0","0","1","0","0"
"binymvD2QxETihoAmHOMSQ","Austin's Smokin' Steakhouse",41.5391989,-81.4428555,3,"2","1","0","0","1","1","0"
"8B7A5KqrrbxOlCX66hqfOg","McCormick & Schmick's Seafood & Steaks",40.4412400187,-79.9997471273,3,"2","0","1","0","1","0","1"
"p1YmWxE6GG0V9dJP0239QA","Moss' Prime Rib & Spaghetti House",41.3676581,-82.1087015,3,"2","1","0","0","1","0","0"
"VQGetWNN1f0dMWQ6ehDAVg","Morton's The Steakhouse",41.4972786,-81.6936338,3.5,"2","0","1","0","1","0","1"
"6AwirUhnpzMZynePZbrdBQ","Delaney's Charcoal Steaks",43.057938,-89.495496,3.5,"2","0","0","0","1","0","0"
"BiMWzRn7ppT_zgoY37yNVg","Lanning's Restaurant",41.1579151,-81.6366997,4,"2","0","1","0","1","0","1"
"PBmfdx-tC2D54FI3HtcKww","The Ribeye",40.0961489,-88.2453958,3.5,"2","1","0","0","1","1","1"
"g0zzJe48r6zL8s98cQcMdw","Watami Hibachi Steakhouse",40.3486210227,-79.9489279836,4.5,"2","1","0","0","1","0","0"
"HlYzk84INQaNslFT-lyBFw","Applebee's Grill + Bar",43.130109,-89.304069,2,"2","1","0","1","0","1","0"
"q5viyMO6EtJMmmarb4YmIA","Kosar's Wood-Fired Grill",41.3482407821,-81.5245421767,3,"2","0","0","0","1","0","1"
"8hwbcCNUv345Kw1xfOCcWg","Brown Derby",41.5193506,-81.4862939,3,"2","1","0","0","0","1","0"
"MASMoYbcWPQ_eLjzaujZiA","Applebee's Grill + Bar",41.1353967,-81.640996,2.5,"2","1","0","1","0","0","0"
"MothxPy-ZoFcCdoVGw2hDQ","Applebee's Grill + Bar",40.567197,-79.802707,3,"2","1","0","0","0","0","0"
"KGpsB2dsdkxl8SGVUlJbZw","Outback Steakhouse",40.144955,-88.257228,3.5,"2","1","0","0","1","1","0"
"Jqd8QeYoBxJvYxhG0Lekyg","Texas Roadhouse",41.60434,-81.438285,3.5,"2","1","0","0","0","1","0"
"MesBAxNk_M7ISbBmVDiiWQ","El Torito Taqueria Bar",41.4787931075,-81.7691058666,4,"2","1","0","1","1","1","0"
"RaXras2GhbluJs68TSC3Bg","Tokyo Hibachi & Sushi",41.156908,-81.861845,4,"2","1","0","0","1","1","0"
"U3_446QN2gdF87stGCfu1Q","Feng Japanese Steak Hibachi & Sushi House",40.4639582,-79.9528867,4,"2","1","0","1","1","1","0"
